"rep","mode","n_changepoints","precision","recall","F1","changepoints"
441,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2564,2768"
441,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
442,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2704"
442,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
443,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,1976,2591,2769"
443,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2580,2769"
444,"right",6,0.666666666666667,0.4,0.5,"1090,1526,1685,1866,2047,2663"
444,"both",8,0.5,0.4,0.444444444444444,"1090,1526,1685,1866,2047,2450,2572,2730"
445,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1918,2046,2565,2768"
445,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
446,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2672"
446,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
447,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1527,1685,1866,2044,2575,2768"
447,"both",8,0.75,0.6,0.666666666666667,"1070,1527,1685,1866,2047,2428,2572,2768"
448,"right",7,0.571428571428571,0.4,0.470588235294118,"1070,1526,1685,1866,2033,2368,2660"
448,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2033,2428,2580,2768"
449,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2046,2565,2768"
449,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
450,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
450,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
451,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2707"
451,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
452,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2047,2398,2653"
452,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2583,2768"
453,"right",6,0.666666666666667,0.4,0.5,"1095,1526,1685,1866,2047,2713"
453,"both",8,0.625,0.5,0.555555555555556,"1095,1526,1685,1866,2047,2428,2577,2767"
454,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2581,2768"
454,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2575,2768"
455,"right",7,1,0.7,0.823529411764706,"1070,1529,1685,1866,2046,2585,2764"
455,"both",8,0.75,0.6,0.666666666666667,"1070,1529,1685,1866,2047,2428,2572,2764"
456,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2755"
456,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2413,2573,2755"
457,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2002,2591,2768"
457,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2002,2428,2572,2768"
458,"right",6,0.666666666666667,0.4,0.5,"1081,1526,1685,1866,2047,2678"
458,"both",8,0.5,0.4,0.444444444444444,"1081,1526,1685,1866,2047,2428,2576,2694"
459,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2050,2679"
459,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2572,2733"
460,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1551,1685,1867,2047,2591,2765"
460,"both",8,0.625,0.5,0.555555555555556,"1070,1551,1685,1867,2047,2428,2572,2765"
461,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
461,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
462,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2045,2557,2768"
462,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
463,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1874,2046,2591,2768"
463,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1874,2047,2425,2572,2768"
464,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2582,2768"
464,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2424,2584,2768"
465,"right",7,1,0.7,0.823529411764706,"1070,1526,1680,1866,2047,2590,2768"
465,"both",8,1,0.8,0.888888888888889,"1070,1526,1680,1866,2047,2416,2588,2768"
466,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1867,2048,2585,2768"
466,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1867,2046,2429,2573,2768"
467,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2567,2768"
467,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2585,2768"
468,"right",7,0.857142857142857,0.6,0.705882352941176,"1083,1526,1685,1866,2047,2591,2768"
468,"both",8,0.625,0.5,0.555555555555556,"1083,1526,1685,1866,2047,2428,2575,2768"
469,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2714"
469,"both",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2450,2765"
470,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2460,2767"
470,"both",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2444,2767"
471,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
471,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2768"
472,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,2027,2755"
472,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2758"
473,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1866,2046,2575,2757"
473,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2572,2757"
474,"right",7,1,0.7,0.823529411764706,"1070,1516,1685,1866,2047,2591,2768"
474,"both",8,0.75,0.6,0.666666666666667,"1070,1516,1685,1866,2047,2428,2572,2768"
475,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1527,1681,1866,2039,2578,2768"
475,"both",8,0.75,0.6,0.666666666666667,"1070,1527,1681,1866,2047,2425,2574,2768"
476,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2692"
476,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2589,2768"
477,"right",6,1,0.6,0.75,"1070,1526,1685,1866,2047,2765"
477,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2765"
478,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2044,2576,2768"
478,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2046,2428,2591,2769"
479,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2735"
479,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2570,2768"
480,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2047,2570,2768"
480,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2768"
481,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2047,2725"
481,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2771"
482,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1866,1960,2658"
482,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2574,2772"
483,"right",6,1,0.6,0.75,"1070,1526,1685,1866,2047,2767"
483,"both",9,0.666666666666667,0.6,0.631578947368421,"1070,1526,1685,1866,2047,2428,2575,2769,3535"
484,"right",5,0.6,0.3,0.4,"1077,1608,1866,2047,2730"
484,"both",8,0.625,0.5,0.555555555555556,"1076,1526,1685,1866,2047,2428,2575,2742"
485,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2043,2555,2768"
485,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2577,2768"
486,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2050,2745"
486,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1866,2047,2428,2572,2745"
487,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2047,2591,2768"
487,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2428,2587,2768"
488,"right",7,0.714285714285714,0.5,0.588235294117647,"1070,1526,1685,1905,2046,2565,2768"
488,"both",8,0.625,0.5,0.555555555555556,"1070,1526,1685,1905,2047,2425,2580,2768"
489,"right",8,0.875,0.7,0.777777777777778,"1075,1526,1685,1866,2047,2394,2591,2768"
489,"both",8,0.75,0.6,0.666666666666667,"1075,1526,1685,1866,2047,2428,2577,2768"
490,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1540,1685,1866,2047,2592,2768"
490,"both",8,0.625,0.5,0.555555555555556,"1070,1540,1685,1866,2047,2428,2573,2768"
491,"right",7,0.714285714285714,0.5,0.588235294117647,"1189,1526,1685,1866,2037,2580,2767"
491,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2573,2767"
492,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2030,2583,2764"
492,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2043,2428,2572,2764"
493,"right",6,0.666666666666667,0.4,0.5,"1070,1526,1685,1867,2034,2719"
493,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1867,2047,2428,2572,2767"
494,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2043,2733"
494,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2047,2428,2572,2769"
495,"right",7,1,0.7,0.823529411764706,"1070,1526,1685,1866,2046,2591,2768"
495,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2046,2428,2573,2768"
496,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1528,1685,1866,2047,2591,2755"
496,"both",8,0.625,0.5,0.555555555555556,"1070,1528,1685,1866,2047,2428,2571,2755"
497,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1865,2005,2589,2768"
497,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1865,2047,2428,2572,2768"
498,"right",6,0.833333333333333,0.5,0.625,"1070,1526,1685,1866,2046,2716"
498,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2046,2428,2574,2768"
499,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,1995,2597,2768"
499,"both",8,0.875,0.7,0.777777777777778,"1070,1526,1685,1866,2047,2411,2574,2765"
500,"right",7,0.857142857142857,0.6,0.705882352941176,"1070,1526,1685,1866,2036,2591,2768"
500,"both",8,0.75,0.6,0.666666666666667,"1070,1526,1685,1866,2037,2428,2573,2768"
