"method","detected","replicates","mean_time","median_time","lower","upper"
"PELT AR1 approximate",1,16,0.0030147309545747,0.00316216216216216,0.00316216216216216,0.00317567567567567
"PELT AR1 approximate",3,16,0.00158762540950041,0.00161085176085176,0.0016036036036036,0.00162272727272727
"PELT AR1 approximate",5,16,0.00109058303084039,0.00109049773755656,0.00108389551624846,0.00109954751131223
"PELT AR1 approximate",7,16,0.000833225781571366,0.000839366515837093,0.000829185520361996,0.000844672974084736
"PELT AR1 approximate",9,16,0.000687383893679844,0.000687782805429861,0.000685714285714286,0.000691608391608391
"PELT AR1 approximate",11,16,0.000577866757646165,0.000574830316742071,0.000570135746606324,0.000586363636363659
"PELT AR1 approximate",13,16,0.000503618224096165,0.00049924242424244,0.000493939393939405,0.000504545454545441
"PELT AR1 approximate",15,16,0.000442726251485445,0.000437222222222218,0.00043520202020202,0.000439898989898996
"PELT AR1 approximate",17,16,0.000396762915393432,0.000396396103896115,0.000393939393939402,0.000398333739177477
"PELT AR1 approximate",19,16,0.000360668966450221,0.000359902597402603,0.000358928571428585,0.000362500000000005
"PELT AR1 approximate",21,16,0.000330826523560898,0.000329637592137587,0.000328378378378372,0.000333806818181818
"PELT AR1 approximate",23,15,0.000310222588884355,0.000305681818181824,0.000304054054054046,0.000309821428571436
"PELT AR1 approximate",25,16,0.000283723126535622,0.000283783783783775,0.000282422066953302,0.000285135135135114
"PELT AR1 approximate",27,16,0.000275582226547303,0.000266891891891889,0.000265202702702702,0.000272670711641297
"PELT AR1 approximate",29,16,0.000249930511162133,0.000250337837837843,0.000249324324324324,0.000250909090909075
"PELT AR1 approximate",31,16,0.000236271963165347,0.000236425061425065,0.000235454545454559,0.000237272727272723
"PELT AR1 approximate",33,16,0.000227303951678948,0.000223304668304654,0.000222624897624893,0.000225225225225225
"PELT AR1 approximate",35,16,0.000213792741605243,0.000212272727272733,0.000211261261261262,0.000213574938574933
"PELT AR1 approximate",37,15,0.000202869505869507,0.000202727272727259,0.000201801801801818,0.000204545454545449
"PELT AR1 approximate",39,16,0.000196866947804449,0.000193636363636332,0.000192727272727263,0.000193939393939416
"PELT AR1 approximate",41,16,0.000184785151255744,0.000185186137392023,0.000182882882882911,0.000186363636363622
"PELT AR1 approximate",43,16,0.000176985917169745,0.000175833333333322,0.000175000000000039,0.000176818181818161
"PELT AR1 approximate",45,16,0.000168420586766176,0.000168253805018515,0.000167954545454538,0.000169090909090915
"PELT AR1 approximate",47,16,0.000162899079590261,0.000163084415584435,0.000161818181818179,0.000164090909090905
"PELT AR1 approximate",49,16,0.000159488013311541,0.000157272727272729,0.000156655844155851,0.000159017453135088
"PELT AR1 approximate",51,16,0.000150971932479287,0.00015045454545454,0.000150000000000012,0.000151818181818183
"PELT AR1 approximate",53,16,0.000146151667622258,0.000145918346359511,0.000145248868778292,0.000146818181818198
"PELT AR1 approximate",55,16,0.000140374435778853,0.000140271493212671,0.000139819004524899,0.000140724815724819
"PELT AR1 approximate",57,16,0.000137776185501372,0.000136651583710417,0.000135454545454546,0.00013783783783783
"PELT AR1 approximate",59,16,0.000131897206653638,0.000131674208144795,0.000131221719456997,0.000132784090909094
"PELT AR1 approximate",61,13,0.000126282574857236,0.00012636363636362,0.00012545454545455,0.00012669683257918
"PELT AR1 approximate",63,14,0.00012265877912937,0.00012250000000001,0.000121818181818169,0.000123232323232337
"PELT AR1 approximate",65,16,0.000120133743111687,0.000119186947128128,0.000118181818181814,0.000119696969696981
"PELT AR1 approximate",67,16,0.000117038495200266,0.000115123721006072,0.000114545454545459,0.000115837104072411
"PELT AR1 approximate",69,16,0.000112921801635034,0.000112698477992599,0.000111818181818173,0.000113963963963958
"PELT AR1 approximate",71,16,0.00011028334625761,0.000109977375565601,0.000109750102838334,0.000110454545454556
"PELT AR1 approximate",73,16,0.000108670943027562,0.000107482517482515,0.000107256273138629,0.000108144796380105
"PELT AR1 approximate",75,16,0.000105807023858495,0.000104977375565611,0.000104090909090902,0.000105429864253396
"PELT AR1 approximate",77,16,0.000103388651789388,0.000103181818181807,0.000102838338132456,0.000103661044837519
"PELT AR1 approximate",79,16,0.000101723173217161,0.000100206611570259,9.99999999999812e-05,0.000101361579596861
